country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","08-03-2025 22:00:00",29.4723508,77.7194031,OZONE,18,118,82
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","08-03-2025 22:00:00",28.5447608,77.3231257,PM10,29,113,72
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","08-03-2025 22:00:00",28.5447608,77.3231257,CO,28,107,40
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","08-03-2025 22:00:00",28.5898,77.3101,PM2.5,14,83,52
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","08-03-2025 22:00:00",28.5898,77.3101,CO,2,115,54
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","08-03-2025 22:00:00",28.5898,77.3101,OZONE,3,53,30
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","08-03-2025 22:00:00",28.569230,77.393848,NO2,33,170,97
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","08-03-2025 22:00:00",25.3505986,82.9083074,CO,1,32,12
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","08-03-2025 22:00:00",25.301778,82.996789,NH3,1,1,1
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","08-03-2025 22:00:00",25.301778,82.996789,CO,8,103,22
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","08-03-2025 22:00:00",25.262326,82.995408,PM10,12,50,28
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","08-03-2025 22:00:00",25.262326,82.995408,NH3,4,9,6
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","08-03-2025 22:00:00",25.262326,82.995408,SO2,37,51,43
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","08-03-2025 22:00:00",25.425602,81.917152,PM2.5,10,47,26
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","08-03-2025 22:00:00",25.425602,81.917152,PM10,25,138,62
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","08-03-2025 22:00:00",25.425602,81.917152,SO2,28,33,30
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","08-03-2025 22:00:00",25.494,81.863,NO2,11,12,12
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","08-03-2025 22:00:00",25.494,81.863,CO,13,54,21
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","08-03-2025 22:00:00",27.5714090,77.6557570,SO2,26,27,26
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","08-03-2025 22:00:00",29.2124114,78.9611753,PM10,71,120,99
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","08-03-2025 22:00:00",22.5687319,88.2797276,OZONE,11,69,48
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","08-03-2025 22:00:00",22.556640,88.342674,NO2,32,167,89
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","08-03-2025 22:00:00",22.49929,88.36917,NH3,5,6,6
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","08-03-2025 22:00:00",22.627847,88.380669,OZONE,12,73,57
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","08-03-2025 22:00:00",22.51106,88.35142,PM10,65,97,81
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","08-03-2025 22:00:00",22.51106,88.35142,SO2,6,40,15
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","08-03-2025 22:00:00",22.51106,88.35142,CO,10,26,13
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","08-03-2025 22:00:00",22.51106,88.35142,OZONE,30,81,62
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","08-03-2025 22:00:00",26.6879226,88.4152495,PM10,107,147,128
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","08-03-2025 22:00:00",26.6879226,88.4152495,OZONE,13,17,16
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","08-03-2025 22:00:00",16.536107,80.594233,OZONE,18,52,36
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","08-03-2025 22:00:00",16.486692,80.699436,PM10,59,77,67
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","08-03-2025 22:00:00",16.486692,80.699436,SO2,7,11,10
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","08-03-2025 22:00:00",16.509717,80.612222,PM2.5,58,88,75
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","08-03-2025 22:00:00",16.509717,80.612222,PM10,61,90,77
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","08-03-2025 22:00:00",16.509717,80.612222,NO2,48,74,56
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","08-03-2025 22:00:00",16.509717,80.612222,OZONE,3,35,23
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","08-03-2025 22:00:00",16.554731,80.649110,PM10,46,61,53
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","08-03-2025 22:00:00",16.554731,80.649110,SO2,16,27,21
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","08-03-2025 22:00:00",16.554731,80.649110,CO,17,50,23
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","08-03-2025 22:00:00",14.465052,78.824187,PM2.5,71,201,100
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","08-03-2025 22:00:00",14.465052,78.824187,NO2,20,44,32
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","08-03-2025 22:00:00",14.465052,78.824187,CO,25,34,29
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","08-03-2025 22:00:00",14.465052,78.824187,OZONE,40,40,40
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","08-03-2025 22:00:00",16.9872867,81.7363176,SO2,10,14,12
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","08-03-2025 22:00:00",16.9872867,81.7363176,OZONE,5,6,6
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","08-03-2025 22:00:00",13.67,79.35,PM10,78,117,97
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","08-03-2025 22:00:00",17.72,83.3,OZONE,9,21,15
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","08-03-2025 22:00:00",26.071318,91.87488,NH3,4,5,5
India,Assam,Guwahati,"IITG, Guwahati - PCBA","08-03-2025 22:00:00",26.2028636,91.70046436,NH3,5,5,5
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","08-03-2025 22:00:00",14.675886,77.593027,PM2.5,49,292,84
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","08-03-2025 22:00:00",14.675886,77.593027,PM10,52,182,86
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","08-03-2025 22:00:00",14.675886,77.593027,SO2,10,13,11
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","08-03-2025 22:00:00",13.204880,79.097889,PM10,54,108,83
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","08-03-2025 22:00:00",26.181742,91.78063,PM2.5,140,332,248
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","08-03-2025 22:00:00",26.181742,91.78063,PM10,132,467,230
India,Assam,Silchar,"Tarapur, Silchar - PCBA","08-03-2025 22:00:00",24.82827,92.79525,PM10,54,60,56
India,Assam,Silchar,"Tarapur, Silchar - PCBA","08-03-2025 22:00:00",24.82827,92.79525,SO2,1,5,4
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","08-03-2025 22:00:00",26.349082,92.68449,PM2.5,45,233,90
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","08-03-2025 22:00:00",26.349082,92.68449,PM10,49,154,86
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","08-03-2025 22:00:00",26.187500,91.744194,SO2,17,36,30
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","08-03-2025 22:00:00",26.187500,91.744194,OZONE,16,17,17
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","08-03-2025 22:00:00",11.654054,92.734055,PM10,82,117,102
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","08-03-2025 22:00:00",16.536107,80.594233,NO2,9,11,10
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","08-03-2025 22:00:00",26.1403345,85.3650192,SO2,7,8,8
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","08-03-2025 22:00:00",26.1403345,85.3650192,OZONE,7,131,59
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","08-03-2025 22:00:00",26.1209,85.3647,NO2,7,17,12
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","08-03-2025 22:00:00",26.1209,85.3647,CO,14,37,21
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","08-03-2025 22:00:00",25.586562,85.043586,NH3,2,3,3
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","08-03-2025 22:00:00",25.586562,85.043586,CO,35,109,67
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","08-03-2025 22:00:00",25.586562,85.043586,OZONE,1,33,18
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","08-03-2025 22:00:00",25.592539,85.227158,PM2.5,94,305,197
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","08-03-2025 22:00:00",25.592539,85.227158,PM10,123,372,195
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","08-03-2025 22:00:00",25.592539,85.227158,SO2,6,10,8
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","08-03-2025 22:00:00",25.610369,85.132568,CO,8,28,11
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","08-03-2025 22:00:00",25.560083,87.553265,NO2,11,17,14
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","08-03-2025 22:00:00",25.560083,87.553265,NH3,1,1,1
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","08-03-2025 22:00:00",25.560083,87.553265,OZONE,22,52,39
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","08-03-2025 22:00:00",26.0881305,87.93840336,NO2,24,33,27
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","08-03-2025 22:00:00",26.0881305,87.93840336,SO2,7,107,37
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","08-03-2025 22:00:00",26.0881305,87.93840336,CO,13,106,67
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","08-03-2025 22:00:00",27.308328,84.531742,NO2,2,7,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","08-03-2025 22:00:00",26.63086,84.90051,NH3,3,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","08-03-2025 22:00:00",26.63086,84.90051,OZONE,11,15,13
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","08-03-2025 22:00:00",26.987634,94.636574,NH3,3,10,6
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","08-03-2025 22:00:00",26.987634,94.636574,SO2,5,12,9
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","08-03-2025 22:00:00",26.146529,87.454184,NO2,6,9,7
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","08-03-2025 22:00:00",26.146529,87.454184,CO,18,80,28
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","08-03-2025 22:00:00",26.146529,87.454184,OZONE,10,11,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","08-03-2025 22:00:00",25.5626095,84.663264,PM2.5,15,100,49
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","08-03-2025 22:00:00",25.42742023,86.13886079,SO2,1,29,9
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","08-03-2025 22:00:00",26.80365,84.51954,PM10,73,207,147
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","08-03-2025 22:00:00",26.80365,84.51954,CO,56,107,80
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","08-03-2025 22:00:00",25.251013,86.989001,SO2,12,50,33
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","08-03-2025 22:00:00",25.265194,87.012947,PM10,74,299,132
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","08-03-2025 22:00:00",25.265194,87.012947,SO2,NA,NA,NA
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","08-03-2025 22:00:00",25.204762,85.514960,OZONE,22,39,28
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","08-03-2025 22:00:00",25.599486,85.113666,CO,19,102,47
India,Bihar,Patna,"Samanpura, Patna - BSPCB","08-03-2025 22:00:00",25.596727,85.085624,SO2,5,6,6
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","08-03-2025 22:00:00",25.03280,85.41948,NO2,8,10,9
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","08-03-2025 22:00:00",25.03280,85.41948,SO2,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","08-03-2025 22:00:00",25.892357,86.590325,PM10,70,285,121
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","08-03-2025 22:00:00",25.859655,85.77944,PM10,134,439,249
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","08-03-2025 22:00:00",26.2271665,84.3570427,NH3,1,1,1
India,Bihar,Munger,"Town Hall, Munger - BSPCB","08-03-2025 22:00:00",25.376776,86.471523,OZONE,7,50,25
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","08-03-2025 22:00:00",26.11442,85.39813,OZONE,11,43,28
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","08-03-2025 22:00:00",24.7955,84.9994,SO2,12,15,14
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","08-03-2025 22:00:00",24.762518,84.982348,NH3,3,4,3
India,Bihar,Munger,"Town Hall, Munger - BSPCB","08-03-2025 22:00:00",25.376776,86.471523,PM10,80,328,128
India,Bihar,Munger,"Town Hall, Munger - BSPCB","08-03-2025 22:00:00",25.376776,86.471523,NO2,45,47,45
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","08-03-2025 22:00:00",22.118125,83.140608,PM10,NA,NA,NA
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","08-03-2025 22:00:00",22.368195,82.746431,OZONE,4,7,5
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","08-03-2025 22:00:00",22.348441,82.549611,PM10,40,240,109
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","08-03-2025 22:00:00",22.348441,82.549611,NO2,52,75,64
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","08-03-2025 22:00:00",22.348441,82.549611,NH3,1,5,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","08-03-2025 22:00:00",22.126650,83.483212,CO,32,90,47
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","08-03-2025 22:00:00",21.224231,81.408350,PM10,44,120,97
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","08-03-2025 22:00:00",21.224231,81.408350,NO2,15,88,58
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","08-03-2025 22:00:00",21.224231,81.408350,NH3,3,5,4
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","08-03-2025 22:00:00",21.224231,81.408350,OZONE,13,22,19
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","08-03-2025 22:00:00",22.08815,82.13737,PM2.5,31,138,66
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","08-03-2025 22:00:00",22.08815,82.13737,PM10,33,122,66
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","08-03-2025 22:00:00",22.1910172,83.5197009,CO,13,72,40
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","08-03-2025 22:00:00",21.258815,81.578979,PM2.5,10,207,46
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","08-03-2025 22:00:00",21.219665,81.630094,PM2.5,9,113,50
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","08-03-2025 22:00:00",21.237755,81.705301,SO2,9,18,12
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","08-03-2025 22:00:00",30.719859,76.738637,NO2,15,39,26
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","08-03-2025 22:00:00",30.719859,76.738637,NH3,4,6,5
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","08-03-2025 22:00:00",30.735567,76.775714,NH3,9,11,10
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","08-03-2025 22:00:00",30.735567,76.775714,SO2,13,34,21
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","08-03-2025 22:00:00",22.06631475,83.33820077,OZONE,5,60,42
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","08-03-2025 22:00:00",22.06631475,83.33820077,NO2,24,98,60
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","08-03-2025 22:00:00",30.751462,76.762879,NO2,19,62,29
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","08-03-2025 22:00:00",21.194815,81.314770,NH3,1,4,3
India,Delhi,Delhi,"Narela, Delhi - DPCC","08-03-2025 22:00:00",28.822836,77.101981,SO2,4,13,7
India,Delhi,Delhi,"Narela, Delhi - DPCC","08-03-2025 22:00:00",28.822836,77.101981,OZONE,10,48,32
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","08-03-2025 22:00:00",28.567890,77.250515,PM2.5,37,339,163
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","08-03-2025 22:00:00",28.567890,77.250515,NO2,17,97,58
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","08-03-2025 22:00:00",28.6573814,77.1585447,NO2,14,110,54
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","08-03-2025 22:00:00",28.623763,77.287209,PM2.5,30,220,126
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","08-03-2025 22:00:00",28.623763,77.287209,NO2,20,123,68
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","08-03-2025 22:00:00",28.623763,77.287209,SO2,3,6,4
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","08-03-2025 22:00:00",28.623763,77.287209,OZONE,1,166,97
India,Delhi,Delhi,"ITO, Delhi - CPCB","08-03-2025 22:00:00",28.628624,77.241060,NO2,4,261,75
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","08-03-2025 22:00:00",28.732820,77.170633,CO,35,124,69
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","08-03-2025 22:00:00",28.580280,77.233829,NO2,31,127,77
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","08-03-2025 22:00:00",28.5918245,77.2273074,PM10,71,205,122
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","08-03-2025 22:00:00",28.5918245,77.2273074,NO2,13,42,27
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","08-03-2025 22:00:00",28.611281,77.237738,PM2.5,33,270,144
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","08-03-2025 22:00:00",28.611281,77.237738,PM10,47,160,119
India,Delhi,Delhi,"DTU, Delhi - CPCB","08-03-2025 22:00:00",28.7500499,77.1112615,NH3,11,13,12
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","08-03-2025 22:00:00",28.5710274,77.0719006,NO2,35,166,88
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","08-03-2025 22:00:00",28.5627763,77.1180053,CO,20,115,44
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","08-03-2025 22:00:00",28.5627763,77.1180053,OZONE,6,121,68
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","08-03-2025 22:00:00",28.6811736,77.3025234,NH3,9,11,10
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","08-03-2025 22:00:00",28.6811736,77.3025234,CO,19,74,47
India,Delhi,Delhi,"ITO, Delhi - CPCB","08-03-2025 22:00:00",28.628624,77.241060,PM2.5,38,252,145
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","08-03-2025 22:00:00",28.563262,77.186937,OZONE,12,19,16
India,Delhi,Delhi,"Rohini, Delhi - DPCC","08-03-2025 22:00:00",28.732528,77.119920,SO2,7,26,16
India,Delhi,Delhi,"Rohini, Delhi - DPCC","08-03-2025 22:00:00",28.732528,77.119920,CO,13,129,48
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","08-03-2025 22:00:00",28.6514781,77.1473105,PM10,78,213,120
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","08-03-2025 22:00:00",28.5504249,77.2159377,CO,10,104,28
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","08-03-2025 22:00:00",28.710508,77.249485,NH3,5,7,6
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","08-03-2025 22:00:00",28.636429,77.201067,PM10,40,137,101
India,Delhi,Delhi,"Mundka, Delhi - DPCC","08-03-2025 22:00:00",28.684678,77.076574,NO2,32,93,61
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","08-03-2025 22:00:00",28.60909,77.0325413,PM10,102,192,139
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","08-03-2025 22:00:00",28.570173,76.933762,NO2,46,113,90
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","08-03-2025 22:00:00",28.570173,76.933762,CO,5,68,37
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","08-03-2025 22:00:00",28.570173,76.933762,OZONE,6,206,145
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","08-03-2025 22:00:00",28.647622,77.3158090,SO2,1,17,6
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","08-03-2025 22:00:00",28.695381,77.181665,OZONE,2,104,67
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","08-03-2025 22:00:00",28.4706914,77.1099364,NO2,12,114,47
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","08-03-2025 22:00:00",28.674045,77.131023,CO,6,104,38
India,Delhi,Delhi,"Pusa, Delhi - DPCC","08-03-2025 22:00:00",28.639652,77.146275,PM2.5,32,197,106
India,Delhi,Delhi,"Pusa, Delhi - DPCC","08-03-2025 22:00:00",28.639652,77.146275,NH3,6,14,10
India,Delhi,Delhi,"Pusa, Delhi - IMD","08-03-2025 22:00:00",28.636110,77.173332,OZONE,NA,NA,NA
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","08-03-2025 22:00:00",28.563262,77.186937,SO2,3,49,24
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","08-03-2025 22:00:00",28.7256504,77.2011573,PM2.5,27,248,95
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","08-03-2025 22:00:00",23.016834,72.625775,PM2.5,52,334,150
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","08-03-2025 22:00:00",23.016834,72.625775,SO2,20,124,88
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","08-03-2025 22:00:00",23.016834,72.625775,CO,24,150,57
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","08-03-2025 22:00:00",23.076793,72.627874,PM2.5,NA,NA,NA
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","08-03-2025 22:00:00",23.076793,72.627874,NO2,NA,NA,NA
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","08-03-2025 22:00:00",23.076793,72.627874,SO2,NA,NA,NA
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","08-03-2025 22:00:00",23.043070,72.562968,NO2,3,339,61
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","08-03-2025 22:00:00",23.043070,72.562968,CO,32,159,154
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","08-03-2025 22:00:00",21.613267,73.010555,PM2.5,43,330,148
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","08-03-2025 22:00:00",21.613267,73.010555,NH3,1,7,5
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","08-03-2025 22:00:00",21.613267,73.010555,CO,34,107,57
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","08-03-2025 22:00:00",21.613267,73.010555,OZONE,30,42,37
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","08-03-2025 22:00:00",28.422681,77.148944,PM10,24,211,121
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","08-03-2025 22:00:00",28.422681,77.148944,NO2,2,91,39
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","08-03-2025 22:00:00",28.4227,77.0667,PM2.5,71,297,155
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","08-03-2025 22:00:00",28.4227,77.0667,NH3,8,104,55
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","08-03-2025 22:00:00",28.4227,77.0667,CO,31,103,53
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","08-03-2025 22:00:00",28.4275,77.1465,PM10,121,324,208
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","08-03-2025 22:00:00",30.943887,76.801991,NH3,3,5,4
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","08-03-2025 22:00:00",34.066206,74.819820,PM2.5,40,61,50
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","08-03-2025 22:00:00",23.80569,86.44268,SO2,8,67,28
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","08-03-2025 22:00:00",15.888653,74.541751,PM2.5,NA,NA,NA
