city,date,timezone,temperature_max,temperature_min,temperature_mean,humidity_max,humidity_min,humidity_mean,rain_sum,precipitation_hours,wind_speed_max,wind_speed_mean,wind_gusts_max,wind_direction,radiation_sum,cloudcover_mean
Hyderabad,2025-01-07,Asia/Kolkata,28.8,18.2,23.3,82.0,31.0,53.0,0.0,0.0,10.4,5.7,27.0,63.0,18.96,38.0
Hyderabad,2025-01-08,Asia/Kolkata,27.4,18.9,22.8,66.0,29.0,47.0,0.0,0.0,9.2,7.3,23.8,56.0,19.27,3.0
Hyderabad,2025-01-09,Asia/Kolkata,26.0,17.2,21.8,60.0,41.0,50.0,0.0,0.0,11.3,7.4,32.8,85.0,19.09,6.0
Hyderabad,2025-01-10,Asia/Kolkata,26.6,17.5,22.2,84.0,40.0,60.0,0.0,0.0,12.5,8.7,32.4,114.0,18.28,33.0
Hyderabad,2025-01-11,Asia/Kolkata,27.0,18.0,22.5,86.0,41.0,62.0,0.0,0.0,12.5,8.8,30.6,120.0,18.34,68.0
Hyderabad,2025-01-12,Asia/Kolkata,27.9,18.2,22.8,88.0,45.0,65.0,0.0,0.0,11.0,8.5,25.9,112.0,16.86,63.0
Hyderabad,2025-01-13,Asia/Kolkata,28.9,19.2,23.7,85.0,36.0,58.0,0.0,0.0,11.7,7.4,29.5,100.0,17.44,16.0
Hyderabad,2025-01-14,Asia/Kolkata,28.7,18.6,23.6,88.0,38.0,61.0,0.0,0.0,10.8,8.1,29.9,104.0,18.39,39.0
Hyderabad,2025-01-15,Asia/Kolkata,28.3,18.9,23.3,94.0,38.0,65.0,0.0,0.0,12.2,9.2,33.5,111.0,17.16,53.0
Hyderabad,2025-01-16,Asia/Kolkata,28.4,19.1,23.6,91.0,39.0,63.0,0.0,0.0,10.8,8.0,28.1,103.0,17.41,31.0
Hyderabad,2025-01-17,Asia/Kolkata,28.6,19.1,23.5,91.0,34.0,62.0,0.0,0.0,12.0,7.7,29.9,76.0,18.76,14.0
Hyderabad,2025-01-18,Asia/Kolkata,27.1,18.7,22.8,90.0,41.0,63.0,0.0,0.0,10.9,7.0,29.5,91.0,18.28,28.0
Hyderabad,2025-01-19,Asia/Kolkata,29.5,19.2,23.9,78.0,26.0,51.0,0.0,0.0,9.7,5.8,24.5,50.0,19.48,48.0
Hyderabad,2025-01-20,Asia/Kolkata,29.7,19.4,24.0,61.0,26.0,44.0,0.0,0.0,9.7,6.9,25.9,56.0,20.03,18.0
Hyderabad,2025-01-21,Asia/Kolkata,30.7,18.4,24.3,58.0,17.0,38.0,0.0,0.0,9.6,5.5,25.6,95.0,20.43,15.0
Hyderabad,2025-01-22,Asia/Kolkata,30.3,18.8,24.2,67.0,24.0,47.0,0.0,0.0,9.9,6.6,27.4,107.0,20.3,0.0
Hyderabad,2025-01-23,Asia/Kolkata,29.8,18.7,23.6,80.0,31.0,61.0,0.0,0.0,11.6,7.6,28.1,120.0,19.81,15.0
Hyderabad,2025-01-24,Asia/Kolkata,30.8,19.2,24.3,85.0,22.0,57.0,0.0,0.0,10.1,7.3,28.8,123.0,20.35,15.0
Hyderabad,2025-01-25,Asia/Kolkata,31.5,18.5,24.5,87.0,19.0,52.0,0.0,0.0,9.8,6.0,25.2,123.0,20.48,33.0
Hyderabad,2025-01-26,Asia/Kolkata,30.3,19.8,25.1,68.0,30.0,46.0,0.0,0.0,9.5,6.4,27.7,105.0,20.29,20.0
Hyderabad,2025-01-27,Asia/Kolkata,31.4,19.4,25.3,81.0,25.0,49.0,0.0,0.0,9.9,4.7,26.3,93.0,20.48,38.0
Hyderabad,2025-01-28,Asia/Kolkata,31.2,19.5,25.3,71.0,29.0,47.0,0.0,0.0,10.9,5.9,28.8,130.0,20.31,36.0
Hyderabad,2025-01-29,Asia/Kolkata,30.7,20.0,24.9,72.0,32.0,52.0,0.0,0.0,10.9,6.4,29.2,121.0,20.07,31.0
Hyderabad,2025-01-30,Asia/Kolkata,31.2,19.5,25.0,80.0,31.0,53.0,0.0,0.0,9.2,6.8,26.3,147.0,20.4,35.0
Hyderabad,2025-01-31,Asia/Kolkata,32.6,19.8,25.8,74.0,22.0,48.0,0.0,0.0,10.7,6.1,27.0,141.0,20.7,31.0
Hyderabad,2025-02-01,Asia/Kolkata,32.4,21.2,26.6,71.0,22.0,44.0,0.0,0.0,9.7,7.1,26.6,132.0,20.79,19.0
Hyderabad,2025-02-02,Asia/Kolkata,32.5,21.5,26.7,66.0,25.0,42.0,0.0,0.0,11.0,6.9,28.8,115.0,20.64,40.0
Hyderabad,2025-02-03,Asia/Kolkata,32.4,21.1,26.8,67.0,24.0,42.0,0.0,0.0,11.2,6.4,29.9,120.0,21.08,4.0
Hyderabad,2025-02-04,Asia/Kolkata,33.3,20.2,26.9,68.0,18.0,42.0,0.0,0.0,10.2,6.6,25.9,161.0,21.13,75.0
Hyderabad,2025-02-05,Asia/Kolkata,33.6,22.3,27.8,61.0,20.0,38.0,0.0,0.0,12.4,6.7,31.3,149.0,20.86,30.0
Hyderabad,2025-02-06,Asia/Kolkata,32.6,21.8,27.1,63.0,24.0,41.0,0.0,0.0,12.7,6.8,33.5,119.0,20.91,0.0
Hyderabad,2025-02-07,Asia/Kolkata,32.3,22.1,27.0,67.0,29.0,46.0,0.0,0.0,10.7,6.2,27.4,107.0,18.72,16.0
Hyderabad,2025-02-08,Asia/Kolkata,32.5,22.4,27.3,66.0,27.0,45.0,0.0,0.0,11.2,5.8,29.9,94.0,20.67,9.0
Hyderabad,2025-02-09,Asia/Kolkata,31.8,22.3,27.2,61.0,28.0,42.0,0.0,0.0,10.3,7.6,29.5,87.0,21.28,0.0
Hyderabad,2025-02-10,Asia/Kolkata,32.5,21.6,26.9,79.0,27.0,48.0,0.0,0.0,12.2,6.9,32.0,118.0,20.97,4.0
Hyderabad,2025-02-11,Asia/Kolkata,33.9,21.7,27.5,74.0,24.0,44.0,0.0,0.0,12.0,6.3,31.0,124.0,20.78,6.0
Hyderabad,2025-02-12,Asia/Kolkata,34.6,22.2,28.2,64.0,24.0,41.0,0.0,0.0,10.9,6.0,31.0,216.0,21.13,6.0
Hyderabad,2025-02-13,Asia/Kolkata,33.8,21.7,27.9,69.0,19.0,39.0,0.0,0.0,9.8,5.3,29.2,321.0,21.78,2.0
Hyderabad,2025-02-14,Asia/Kolkata,33.0,22.6,27.3,58.0,20.0,37.0,0.0,0.0,6.4,4.1,21.2,60.0,21.97,0.0
Hyderabad,2025-02-15,Asia/Kolkata,33.1,20.8,27.2,68.0,15.0,35.0,0.0,0.0,10.9,5.4,31.0,26.0,22.43,0.0
Hyderabad,2025-02-16,Asia/Kolkata,33.7,20.6,27.4,69.0,15.0,33.0,0.0,0.0,8.8,4.5,25.9,111.0,22.46,0.0
Hyderabad,2025-02-17,Asia/Kolkata,34.5,21.6,28.1,58.0,17.0,32.0,0.0,0.0,11.6,4.9,28.8,138.0,22.24,0.0
Hyderabad,2025-02-18,Asia/Kolkata,34.9,22.1,28.4,65.0,20.0,38.0,0.0,0.0,11.8,6.1,29.2,195.0,22.04,0.0
Hyderabad,2025-02-19,Asia/Kolkata,34.2,23.2,28.9,59.0,23.0,37.0,0.0,0.0,9.3,7.1,28.1,220.0,21.96,3.0
Hyderabad,2025-02-20,Asia/Kolkata,34.1,23.6,28.5,64.0,26.0,42.0,0.5,1.0,8.6,5.4,24.5,134.0,20.31,13.0
Hyderabad,2025-02-21,Asia/Kolkata,33.0,23.5,28.0,77.0,28.0,48.0,0.0,0.0,9.6,4.8,23.4,104.0,19.6,10.0
Hyderabad,2025-02-22,Asia/Kolkata,34.1,22.5,28.3,72.0,21.0,41.0,0.0,0.0,11.0,5.6,31.3,320.0,21.03,4.0
Hyderabad,2025-02-23,Asia/Kolkata,33.4,23.2,28.1,62.0,19.0,36.0,0.0,0.0,12.9,7.1,36.4,63.0,21.88,2.0
Hyderabad,2025-02-24,Asia/Kolkata,32.5,22.9,27.9,44.0,17.0,29.0,0.0,0.0,10.9,8.8,31.7,87.0,23.17,0.0
Hyderabad,2025-02-25,Asia/Kolkata,32.0,21.3,26.7,77.0,23.0,44.0,0.0,0.0,10.8,8.6,30.2,103.0,22.73,6.0
Hyderabad,2025-02-26,Asia/Kolkata,32.0,21.9,27.1,68.0,27.0,44.0,0.0,0.0,10.7,7.7,32.4,92.0,22.69,0.0
Hyderabad,2025-02-27,Asia/Kolkata,32.6,21.8,27.2,68.0,24.0,44.0,0.0,0.0,10.2,6.8,31.3,99.0,22.87,0.0
Hyderabad,2025-02-28,Asia/Kolkata,32.7,21.9,27.4,79.0,26.0,48.0,0.0,0.0,10.1,7.4,30.2,111.0,22.91,76.0
Hyderabad,2025-03-01,Asia/Kolkata,33.0,21.8,27.5,71.0,23.0,44.0,0.0,0.0,11.6,8.7,30.2,120.0,23.24,18.0
Hyderabad,2025-03-02,Asia/Kolkata,34.7,22.7,28.7,62.0,19.0,37.0,0.0,0.0,11.7,6.8,31.7,114.0,22.59,68.0
Hyderabad,2025-03-03,Asia/Kolkata,35.8,23.7,30.1,53.0,16.0,29.0,0.0,0.0,11.9,6.1,32.0,327.0,23.26,22.0
Hyderabad,2025-03-04,Asia/Kolkata,36.2,23.0,30.1,62.0,17.0,32.0,0.0,0.0,13.5,6.1,35.6,44.0,22.59,78.0
Hyderabad,2025-03-05,Asia/Kolkata,33.9,24.1,28.9,46.0,20.0,31.0,0.0,0.0,11.5,7.6,32.8,16.0,23.55,41.0
Hyderabad,2025-03-06,Asia/Kolkata,32.7,21.3,27.1,45.0,10.0,23.0,0.0,0.0,11.1,7.4,31.3,6.0,24.96,37.0
Hyderabad,2025-03-07,Asia/Kolkata,33.6,19.5,27.4,64.0,10.0,27.0,0.0,0.0,9.7,5.8,29.9,53.0,24.61,0.0
Hyderabad,2025-03-08,Asia/Kolkata,25.5,20.0,,64.0,26.0,,,0.0,4.3,,9.0,,,
Hyderabad,2025-03-09,Asia/Kolkata,,,,,,,,0.0,,,,,,
Chennai,2024-09-10,Asia/Kolkata,36.2,27.5,30.5,83.0,44.0,66.0,1.1,2.0,21.6,15.4,46.1,217.0,22.38,71.0
Chennai,2024-09-11,Asia/Kolkata,35.0,27.7,30.2,85.0,45.0,66.0,1.2,5.0,23.5,14.5,41.0,211.0,20.12,93.0
Chennai,2024-09-12,Asia/Kolkata,36.3,27.2,30.1,87.0,38.0,66.0,0.8,5.0,18.8,11.6,38.2,228.0,24.47,57.0
Chennai,2024-09-13,Asia/Kolkata,35.9,26.7,30.3,92.0,37.0,70.0,0.1,1.0,17.4,10.3,36.0,183.0,21.75,100.0
Chennai,2024-09-14,Asia/Kolkata,36.0,26.8,30.6,90.0,38.0,68.0,0.5,4.0,20.0,11.3,39.6,189.0,23.13,99.0
Chennai,2024-09-15,Asia/Kolkata,36.5,26.7,30.7,95.0,35.0,67.0,3.6,6.0,16.8,10.7,36.7,210.0,23.23,84.0
Chennai,2024-09-16,Asia/Kolkata,35.7,26.9,30.6,85.0,36.0,63.0,0.4,3.0,19.2,10.2,36.4,222.0,23.62,82.0
Chennai,2024-09-17,Asia/Kolkata,36.3,27.5,30.8,81.0,39.0,63.0,0.6,3.0,17.1,12.6,35.3,208.0,24.06,23.0
Chennai,2024-09-18,Asia/Kolkata,34.8,26.9,30.0,85.0,47.0,70.0,1.5,4.0,13.8,7.9,34.9,101.0,22.44,44.0
Chennai,2024-09-19,Asia/Kolkata,33.8,25.2,29.3,89.0,55.0,73.0,2.0,5.0,18.3,8.5,36.0,159.0,23.6,49.0
Chennai,2024-09-20,Asia/Kolkata,35.9,26.4,30.5,87.0,39.0,67.0,0.4,2.0,14.7,8.2,33.5,223.0,22.95,85.0
Chennai,2024-09-21,Asia/Kolkata,31.0,25.5,28.4,95.0,60.0,77.0,3.9,7.0,17.0,6.7,34.6,311.0,9.87,98.0
Chennai,2024-09-22,Asia/Kolkata,33.6,25.0,28.3,97.0,52.0,79.0,12.9,8.0,15.7,7.5,31.3,281.0,14.16,100.0
Chennai,2024-09-23,Asia/Kolkata,33.0,24.7,28.4,94.0,60.0,81.0,15.5,14.0,13.3,8.2,33.8,233.0,21.77,93.0
Chennai,2024-09-24,Asia/Kolkata,33.3,25.6,28.9,94.0,57.0,78.0,12.4,8.0,15.5,11.6,31.3,239.0,20.6,100.0
Chennai,2024-09-25,Asia/Kolkata,33.9,25.7,28.7,95.0,56.0,81.0,11.2,11.0,16.3,9.5,34.9,234.0,20.62,95.0
Chennai,2024-09-26,Asia/Kolkata,30.4,26.5,28.2,94.0,71.0,84.0,0.8,4.0,14.7,10.2,27.7,165.0,9.99,97.0
Chennai,2024-09-27,Asia/Kolkata,31.3,25.4,28.3,95.0,73.0,84.0,7.8,13.0,17.3,11.8,34.2,183.0,20.67,93.0
Chennai,2024-09-28,Asia/Kolkata,30.7,24.2,27.6,98.0,76.0,85.0,14.1,12.0,14.6,8.6,29.2,162.0,22.44,40.0
Chennai,2024-09-29,Asia/Kolkata,30.8,24.5,27.7,95.0,73.0,84.0,0.7,5.0,16.3,9.8,34.2,173.0,22.28,32.0
Chennai,2024-09-30,Asia/Kolkata,30.0,25.1,27.5,97.0,72.0,85.0,0.9,3.0,14.3,8.5,30.2,167.0,22.1,21.0
Chennai,2024-10-01,Asia/Kolkata,31.6,25.5,28.3,94.0,63.0,80.0,0.6,4.0,17.3,11.4,35.3,175.0,22.92,20.0
Chennai,2024-10-02,Asia/Kolkata,34.4,25.4,29.5,89.0,49.0,76.0,0.0,0.0,19.2,14.8,36.0,197.0,23.87,60.0
Chennai,2024-10-03,Asia/Kolkata,34.0,26.4,29.5,85.0,55.0,75.0,1.6,2.0,15.0,9.9,29.5,220.0,22.05,99.0
Chennai,2024-10-04,Asia/Kolkata,32.7,26.4,29.0,89.0,60.0,78.0,2.2,6.0,18.3,9.7,31.7,213.0,20.16,82.0
Chennai,2024-10-05,Asia/Kolkata,33.5,25.5,28.9,92.0,56.0,78.0,0.1,1.0,14.5,9.8,26.3,226.0,22.1,89.0
Chennai,2024-10-06,Asia/Kolkata,32.1,25.5,28.6,98.0,62.0,80.0,0.0,0.0,13.3,7.0,27.7,84.0,22.95,92.0
Chennai,2024-10-07,Asia/Kolkata,30.0,25.5,27.9,93.0,72.0,80.0,1.4,10.0,12.3,7.0,27.7,113.0,18.82,44.0
Chennai,2024-10-08,Asia/Kolkata,30.3,24.8,27.7,94.0,71.0,81.0,1.4,7.0,13.2,7.7,29.2,130.0,21.23,70.0
Chennai,2024-10-09,Asia/Kolkata,30.0,24.9,27.6,95.0,70.0,82.0,2.0,7.0,14.9,7.3,31.7,126.0,20.48,73.0
Chennai,2024-10-10,Asia/Kolkata,29.8,24.2,27.1,94.0,72.0,84.0,16.5,12.0,14.8,6.7,31.0,128.0,17.83,80.0
Chennai,2024-10-11,Asia/Kolkata,29.7,24.6,27.4,96.0,72.0,83.0,7.4,12.0,14.2,8.7,32.4,137.0,19.25,69.0
Chennai,2024-10-12,Asia/Kolkata,29.5,25.2,27.4,95.0,73.0,82.0,3.3,12.0,15.8,9.5,33.1,109.0,20.88,55.0
Chennai,2024-10-13,Asia/Kolkata,29.9,24.1,27.3,98.0,74.0,83.0,2.5,7.0,13.8,7.8,29.9,101.0,20.21,78.0
Chennai,2024-10-14,Asia/Kolkata,26.6,24.3,25.6,96.0,87.0,92.0,69.2,24.0,24.2,14.9,42.5,31.0,6.14,100.0
Chennai,2024-10-15,Asia/Kolkata,28.1,24.7,26.1,96.0,81.0,90.0,63.4,24.0,19.5,12.4,34.9,60.0,8.69,100.0
Chennai,2024-10-16,Asia/Kolkata,28.6,23.8,25.8,97.0,77.0,90.0,39.7,22.0,14.5,9.9,30.2,326.0,10.79,100.0
Chennai,2024-10-17,Asia/Kolkata,30.3,23.9,27.2,98.0,70.0,85.0,3.2,9.0,10.5,6.8,24.5,147.0,20.75,93.0
Chennai,2024-10-18,Asia/Kolkata,28.8,24.3,26.8,98.0,79.0,88.0,11.6,6.0,14.1,6.1,31.3,126.0,14.13,100.0
Chennai,2024-10-19,Asia/Kolkata,29.2,24.0,26.8,99.0,75.0,87.0,8.0,12.0,10.8,6.9,25.6,36.0,16.25,83.0
Chennai,2024-10-20,Asia/Kolkata,29.8,24.5,27.0,98.0,75.0,86.0,5.8,10.0,13.5,7.5,27.7,34.0,18.81,61.0
Chennai,2024-10-21,Asia/Kolkata,30.1,25.4,27.7,95.0,75.0,83.0,1.6,14.0,10.9,6.4,24.5,113.0,19.86,72.0
Chennai,2024-10-22,Asia/Kolkata,30.3,24.2,27.2,96.0,74.0,86.0,1.0,5.0,12.6,7.8,26.6,14.0,19.86,61.0
Chennai,2024-10-23,Asia/Kolkata,31.5,24.1,27.5,95.0,62.0,82.0,0.0,0.0,12.9,7.6,27.7,356.0,22.1,68.0
Chennai,2024-10-24,Asia/Kolkata,31.2,25.1,27.5,91.0,56.0,79.0,0.0,0.0,12.7,8.8,26.3,252.0,14.9,100.0
Chennai,2024-10-25,Asia/Kolkata,32.6,23.9,27.9,95.0,45.0,75.0,0.0,0.0,12.9,9.0,23.0,225.0,21.22,98.0
Chennai,2024-10-26,Asia/Kolkata,33.4,24.2,28.3,90.0,42.0,71.0,0.0,0.0,13.1,9.8,24.8,252.0,22.11,34.0
Chennai,2024-10-27,Asia/Kolkata,32.3,24.1,28.0,93.0,52.0,74.0,0.6,3.0,11.2,6.5,24.5,253.0,20.96,34.0
Chennai,2024-10-28,Asia/Kolkata,32.2,24.2,27.7,86.0,58.0,76.0,1.7,5.0,11.8,7.9,24.5,207.0,20.72,25.0
Chennai,2024-10-29,Asia/Kolkata,32.1,24.6,28.3,96.0,65.0,81.0,1.1,3.0,12.7,7.5,28.4,177.0,20.94,19.0
Chennai,2024-10-30,Asia/Kolkata,31.4,25.5,27.8,94.0,69.0,83.0,4.8,6.0,13.1,7.5,25.9,195.0,19.56,21.0
Chennai,2024-10-31,Asia/Kolkata,30.0,25.0,27.3,97.0,71.0,86.0,1.9,4.0,13.9,7.2,32.0,119.0,18.77,43.0
Chennai,2024-11-01,Asia/Kolkata,29.1,24.8,26.7,97.0,74.0,85.0,5.9,9.0,11.8,6.1,26.3,72.0,18.02,51.0
Chennai,2024-11-02,Asia/Kolkata,29.2,24.1,26.7,98.0,74.0,85.0,4.4,12.0,9.9,6.0,28.1,75.0,18.58,38.0
Chennai,2024-11-03,Asia/Kolkata,29.6,23.7,26.6,98.0,72.0,85.0,3.7,9.0,17.3,9.3,34.2,44.0,19.18,53.0
Chennai,2024-11-04,Asia/Kolkata,30.0,23.5,26.9,98.0,65.0,80.0,1.2,5.0,14.2,8.0,28.1,36.0,20.55,42.0
Chennai,2024-11-05,Asia/Kolkata,30.5,23.8,27.2,89.0,57.0,73.0,0.1,1.0,19.1,12.0,37.8,9.0,20.69,29.0
Chennai,2024-11-06,Asia/Kolkata,28.6,24.5,26.0,94.0,74.0,85.0,14.9,17.0,18.8,13.9,37.4,9.0,15.22,85.0
Chennai,2024-11-07,Asia/Kolkata,29.6,24.0,26.9,94.0,73.0,83.0,2.6,15.0,20.7,14.6,42.5,17.0,17.83,64.0
Chennai,2024-11-08,Asia/Kolkata,30.4,26.0,28.0,84.0,67.0,75.0,0.2,2.0,20.1,14.9,40.0,35.0,20.06,78.0
Chennai,2024-11-09,Asia/Kolkata,30.3,24.6,27.5,89.0,62.0,74.0,1.0,7.0,21.8,14.7,42.5,27.0,18.93,94.0
Chennai,2024-11-10,Asia/Kolkata,30.2,24.2,27.3,91.0,57.0,74.0,1.5,4.0,23.2,14.3,43.9,16.0,19.86,40.0
Chennai,2024-11-11,Asia/Kolkata,30.1,23.9,26.8,93.0,63.0,80.0,4.4,10.0,27.2,17.6,51.5,359.0,17.93,88.0
Chennai,2024-11-12,Asia/Kolkata,27.4,23.9,25.5,97.0,83.0,92.0,42.4,24.0,13.1,10.0,25.9,29.0,5.33,100.0
Chennai,2024-11-13,Asia/Kolkata,26.9,23.9,25.6,98.0,85.0,92.0,33.1,24.0,13.5,9.5,32.0,51.0,5.82,100.0
Chennai,2024-11-14,Asia/Kolkata,28.8,24.2,26.0,95.0,78.0,89.0,12.6,22.0,15.4,9.8,37.8,41.0,14.95,82.0
Chennai,2024-11-15,Asia/Kolkata,28.1,24.1,26.0,96.0,78.0,89.0,16.9,21.0,13.5,9.4,35.6,33.0,13.8,88.0
Chennai,2024-11-16,Asia/Kolkata,27.6,23.9,26.0,96.0,81.0,88.0,11.2,16.0,13.9,8.3,40.0,50.0,15.62,66.0
Chennai,2024-11-17,Asia/Kolkata,29.4,24.0,27.0,98.0,68.0,80.0,2.5,6.0,19.3,12.3,46.1,43.0,20.06,38.0
Chennai,2024-11-18,Asia/Kolkata,29.1,25.8,27.2,81.0,63.0,74.0,0.0,0.0,18.6,14.8,45.0,44.0,20.42,20.0
Chennai,2024-11-19,Asia/Kolkata,28.6,25.3,26.8,80.0,63.0,73.0,0.5,4.0,19.4,15.1,49.7,31.0,19.17,50.0
Chennai,2024-11-20,Asia/Kolkata,28.9,25.0,26.7,81.0,61.0,71.0,0.0,0.0,16.8,13.2,42.8,36.0,20.06,38.0
Chennai,2024-11-21,Asia/Kolkata,29.0,25.2,26.6,77.0,59.0,69.0,0.0,0.0,17.3,13.9,43.9,34.0,19.09,68.0
Chennai,2024-11-22,Asia/Kolkata,29.1,23.1,26.3,85.0,58.0,72.0,0.0,0.0,18.2,12.5,43.9,19.0,19.47,48.0
Chennai,2024-11-23,Asia/Kolkata,28.9,23.5,26.4,90.0,67.0,79.0,1.1,7.0,18.0,13.1,43.6,24.0,16.58,94.0
Chennai,2024-11-24,Asia/Kolkata,29.6,25.5,27.0,85.0,61.0,74.0,0.1,1.0,18.1,13.8,43.6,30.0,15.21,100.0
Chennai,2024-11-25,Asia/Kolkata,29.5,24.2,26.5,90.0,58.0,75.0,1.3,3.0,23.0,16.6,55.4,18.0,18.33,100.0
Chennai,2024-11-26,Asia/Kolkata,26.8,23.6,25.0,96.0,84.0,90.0,22.5,24.0,19.6,14.8,42.1,22.0,7.47,100.0
Chennai,2024-11-27,Asia/Kolkata,27.6,24.4,26.3,92.0,67.0,75.0,5.4,7.0,26.8,23.4,61.2,19.0,7.95,100.0
Chennai,2024-11-28,Asia/Kolkata,26.4,23.8,25.2,95.0,72.0,82.0,21.0,18.0,27.5,22.7,75.2,356.0,6.4,100.0
Chennai,2024-11-29,Asia/Kolkata,25.0,23.2,24.3,97.0,82.0,91.0,25.6,23.0,23.3,19.8,48.6,352.0,6.69,100.0
Chennai,2024-11-30,Asia/Kolkata,26.5,23.9,25.2,97.0,83.0,92.0,158.4,23.0,48.7,32.4,95.8,20.0,0.67,100.0
Chennai,2024-12-01,Asia/Kolkata,27.7,24.7,26.1,95.0,80.0,87.0,25.3,24.0,28.6,21.5,63.0,95.0,8.22,100.0
Chennai,2024-12-02,Asia/Kolkata,28.9,25.3,26.8,93.0,74.0,85.0,10.2,20.0,20.4,15.7,47.9,141.0,16.89,91.0
Chennai,2024-12-03,Asia/Kolkata,29.3,24.6,27.0,94.0,74.0,85.0,4.0,15.0,13.9,10.7,33.1,129.0,18.31,91.0
Chennai,2024-12-04,Asia/Kolkata,28.7,24.7,26.8,95.0,76.0,87.0,3.5,6.0,10.7,7.2,26.3,57.0,16.24,41.0
Chennai,2024-12-05,Asia/Kolkata,29.0,23.7,26.0,98.0,75.0,89.0,0.8,7.0,11.5,7.4,28.4,13.0,17.02,34.0
Chennai,2024-12-06,Asia/Kolkata,28.0,24.1,26.2,100.0,77.0,90.0,1.8,10.0,11.4,6.7,29.2,37.0,15.87,71.0
Chennai,2024-12-07,Asia/Kolkata,29.2,24.1,26.6,99.0,67.0,84.0,0.4,4.0,10.8,6.8,27.7,76.0,19.06,49.0
Chennai,2024-12-08,Asia/Kolkata,29.4,23.7,26.7,91.0,65.0,79.0,0.0,0.0,9.8,5.7,26.3,88.0,19.08,26.0
Chennai,2024-12-09,Asia/Kolkata,29.2,23.3,26.5,97.0,68.0,83.0,1.0,7.0,12.2,7.5,31.3,33.0,17.99,79.0
Chennai,2024-12-10,Asia/Kolkata,29.3,24.6,26.9,92.0,63.0,79.0,0.2,2.0,17.9,12.9,43.6,21.0,16.68,95.0
Chennai,2024-12-11,Asia/Kolkata,27.2,24.0,25.6,96.0,75.0,87.0,16.1,20.0,24.9,17.1,51.5,29.0,5.19,100.0
Chennai,2024-12-12,Asia/Kolkata,25.9,23.7,25.0,95.0,85.0,90.0,47.9,24.0,18.8,15.0,38.9,56.0,5.53,100.0
Chennai,2024-12-13,Asia/Kolkata,27.9,25.1,26.3,84.0,69.0,78.0,2.1,8.0,20.1,16.6,47.5,46.0,16.5,88.0
Chennai,2024-12-14,Asia/Kolkata,28.3,24.5,26.2,81.0,59.0,70.0,0.0,0.0,19.5,14.2,46.4,34.0,16.78,47.0
Chennai,2024-12-15,Asia/Kolkata,27.5,24.2,25.6,76.0,55.0,68.0,0.0,0.0,22.4,15.9,55.4,28.0,17.51,78.0
Chennai,2024-12-16,Asia/Kolkata,27.0,22.6,24.8,85.0,58.0,71.0,0.0,0.0,20.4,15.6,48.2,13.0,18.44,78.0
Chennai,2024-12-17,Asia/Kolkata,26.3,22.0,23.9,89.0,72.0,80.0,8.2,4.0,22.9,17.1,54.4,344.0,6.4,100.0
Chennai,2024-12-18,Asia/Kolkata,26.2,21.9,24.0,96.0,84.0,91.0,24.1,22.0,20.5,16.6,45.7,353.0,7.21,100.0
Chennai,2024-12-19,Asia/Kolkata,27.2,23.5,25.2,97.0,80.0,90.0,7.0,15.0,17.4,14.4,42.5,354.0,9.66,100.0
Chennai,2024-12-20,Asia/Kolkata,28.7,24.0,25.9,96.0,75.0,88.0,15.9,7.0,19.1,13.7,43.2,341.0,13.96,89.0
Chennai,2024-12-21,Asia/Kolkata,28.5,24.0,26.0,95.0,76.0,87.0,1.5,6.0,16.0,11.6,37.8,354.0,16.62,66.0
Chennai,2024-12-22,Asia/Kolkata,28.4,24.1,25.8,96.0,70.0,85.0,0.2,2.0,16.2,12.7,39.6,12.0,17.82,67.0
Chennai,2024-12-23,Asia/Kolkata,28.6,23.0,25.7,98.0,64.0,83.0,0.0,0.0,20.0,14.2,49.0,358.0,16.85,65.0
Chennai,2024-12-24,Asia/Kolkata,27.8,23.5,25.2,97.0,74.0,85.0,7.6,7.0,18.4,16.0,43.6,344.0,12.03,60.0
Chennai,2024-12-25,Asia/Kolkata,27.4,23.0,24.8,95.0,79.0,88.0,2.8,11.0,19.2,17.1,47.9,341.0,10.36,83.0
Chennai,2024-12-26,Asia/Kolkata,28.2,24.4,26.2,95.0,82.0,88.0,10.1,24.0,19.7,16.0,45.4,79.0,16.34,64.0
Chennai,2024-12-27,Asia/Kolkata,28.4,23.7,26.2,95.0,67.0,80.0,4.1,11.0,22.2,14.6,52.6,62.0,17.98,62.0
Chennai,2024-12-28,Asia/Kolkata,28.3,24.9,26.4,86.0,69.0,78.0,0.2,2.0,15.0,11.9,36.7,46.0,18.62,18.0
Chennai,2024-12-29,Asia/Kolkata,27.9,24.2,26.0,92.0,68.0,79.0,1.0,7.0,19.6,14.6,44.6,33.0,15.43,89.0
Chennai,2024-12-30,Asia/Kolkata,28.0,23.7,25.8,94.0,73.0,84.0,3.5,16.0,19.9,14.5,46.8,30.0,17.52,88.0
Chennai,2024-12-31,Asia/Kolkata,28.1,24.4,26.1,91.0,69.0,81.0,0.1,1.0,18.7,14.4,44.6,32.0,18.16,50.0
Chennai,2025-01-01,Asia/Kolkata,27.8,23.6,25.7,91.0,68.0,79.0,0.0,0.0,16.7,12.1,41.0,38.0,19.45,60.0
Chennai,2025-01-02,Asia/Kolkata,27.8,23.2,25.4,83.0,57.0,72.0,0.0,0.0,15.9,10.4,39.2,35.0,18.32,55.0
