city,date,timezone,temperature_max,temperature_min,temperature_mean,humidity_max,humidity_min,humidity_mean,rain_sum,precipitation_hours,wind_speed_max,wind_speed_mean,wind_gusts_max,wind_direction,radiation_sum,cloudcover_mean
Nagpur,2024-10-23,Asia/Kolkata,32.8,21.7,26.4,88.0,32.0,64.0,0.0,0.0,12.6,8.3,27.0,351.0,20.25,24.0
Nagpur,2024-10-24,Asia/Kolkata,31.5,21.2,25.6,78.0,38.0,61.0,0.0,0.0,17.1,11.0,34.6,345.0,19.91,96.0
Nagpur,2024-10-25,Asia/Kolkata,32.1,20.8,26.1,82.0,44.0,65.0,0.0,0.0,16.0,10.5,32.4,349.0,18.51,38.0
Nagpur,2024-10-26,Asia/Kolkata,32.3,21.7,26.2,85.0,36.0,64.0,0.0,0.0,13.5,9.9,27.7,354.0,19.8,69.0
Nagpur,2024-10-27,Asia/Kolkata,31.3,20.3,25.8,80.0,44.0,65.0,0.0,0.0,9.4,6.5,21.6,335.0,18.78,32.0
Nagpur,2024-10-28,Asia/Kolkata,31.5,22.1,26.5,86.0,46.0,69.0,0.2,2.0,10.3,5.3,18.7,23.0,18.64,22.0
Nagpur,2024-10-29,Asia/Kolkata,32.6,22.6,26.9,94.0,49.0,75.0,0.3,3.0,7.2,4.2,20.9,17.0,17.81,50.0
Nagpur,2024-10-30,Asia/Kolkata,33.3,22.5,27.8,98.0,41.0,69.0,0.0,0.0,7.5,5.8,21.2,351.0,18.43,7.0
Nagpur,2024-10-31,Asia/Kolkata,33.0,22.2,27.3,89.0,41.0,64.0,0.0,0.0,9.9,5.7,25.6,48.0,17.82,9.0
Nagpur,2024-11-01,Asia/Kolkata,33.7,20.3,26.8,82.0,32.0,57.0,0.0,0.0,8.7,5.4,20.5,272.0,19.27,12.0
Nagpur,2024-11-02,Asia/Kolkata,33.3,20.5,26.5,80.0,32.0,57.0,0.0,0.0,9.2,6.3,20.9,5.0,18.16,9.0
Nagpur,2024-11-03,Asia/Kolkata,32.2,22.3,26.4,76.0,35.0,60.0,0.0,0.0,10.3,5.3,21.6,355.0,14.82,35.0
Nagpur,2024-11-04,Asia/Kolkata,31.8,19.9,25.4,87.0,36.0,61.0,0.0,0.0,8.8,5.5,20.5,357.0,17.62,20.0
Nagpur,2024-11-05,Asia/Kolkata,31.3,20.2,25.4,85.0,40.0,62.0,0.0,0.0,8.7,5.1,20.5,19.0,18.13,17.0
Nagpur,2024-11-06,Asia/Kolkata,31.1,18.6,24.9,83.0,39.0,64.0,0.0,0.0,8.4,5.9,22.0,6.0,18.79,12.0
Nagpur,2024-11-07,Asia/Kolkata,30.4,20.0,24.8,90.0,42.0,66.0,0.0,0.0,9.0,5.8,17.6,45.0,18.66,13.0
Nagpur,2024-11-08,Asia/Kolkata,30.4,19.2,24.4,93.0,42.0,67.0,0.0,0.0,8.9,5.7,19.1,26.0,17.54,6.0
Nagpur,2024-11-09,Asia/Kolkata,30.3,18.8,24.6,95.0,41.0,65.0,0.0,0.0,8.6,5.9,18.7,31.0,17.28,9.0
Nagpur,2024-11-10,Asia/Kolkata,30.8,19.9,25.3,85.0,34.0,61.0,0.0,0.0,9.7,6.5,24.1,27.0,16.16,41.0
Nagpur,2024-11-11,Asia/Kolkata,30.1,19.4,24.6,76.0,38.0,58.0,0.0,0.0,10.9,7.5,24.5,32.0,17.7,14.0
Nagpur,2024-11-12,Asia/Kolkata,30.4,18.6,24.6,79.0,36.0,57.0,0.0,0.0,9.0,6.5,23.4,36.0,18.47,1.0
Nagpur,2024-11-13,Asia/Kolkata,30.3,19.5,25.0,73.0,34.0,52.0,0.0,0.0,8.8,6.5,27.4,45.0,18.4,0.0
Nagpur,2024-11-14,Asia/Kolkata,30.1,19.4,24.7,69.0,34.0,52.0,0.0,0.0,8.9,7.1,28.1,46.0,18.39,20.0
Nagpur,2024-11-15,Asia/Kolkata,29.9,18.6,24.2,71.0,30.0,53.0,0.0,0.0,8.4,6.0,23.8,10.0,18.28,44.0
Nagpur,2024-11-16,Asia/Kolkata,29.6,18.1,23.9,74.0,28.0,51.0,0.0,0.0,7.9,5.5,25.9,29.0,18.28,20.0
Nagpur,2024-11-17,Asia/Kolkata,29.2,17.9,23.6,80.0,32.0,53.0,0.0,0.0,10.3,6.0,24.8,43.0,18.1,0.0
Nagpur,2024-11-18,Asia/Kolkata,28.9,17.4,23.4,78.0,32.0,53.0,0.0,0.0,9.1,6.5,29.2,36.0,17.94,0.0
Nagpur,2024-11-19,Asia/Kolkata,28.6,16.8,23.1,76.0,31.0,53.0,0.0,0.0,9.8,4.9,22.7,32.0,17.83,0.0
Nagpur,2024-11-20,Asia/Kolkata,28.1,17.5,22.9,79.0,35.0,54.0,0.0,0.0,11.4,5.1,23.8,53.0,17.61,2.0
Nagpur,2024-11-21,Asia/Kolkata,28.4,17.2,22.9,79.0,34.0,54.0,0.0,0.0,8.8,5.4,24.5,359.0,17.6,1.0
Nagpur,2024-11-22,Asia/Kolkata,28.0,17.1,22.6,78.0,35.0,55.0,0.0,0.0,9.5,5.7,25.9,10.0,17.62,2.0
Nagpur,2024-11-23,Asia/Kolkata,28.2,16.1,22.3,75.0,29.0,52.0,0.0,0.0,8.9,5.0,22.3,3.0,17.75,5.0
Nagpur,2024-11-24,Asia/Kolkata,28.2,15.4,21.9,77.0,26.0,52.0,0.0,0.0,8.6,5.0,22.3,11.0,17.67,25.0
Nagpur,2024-11-25,Asia/Kolkata,28.2,16.1,22.0,69.0,29.0,49.0,0.0,0.0,8.6,6.7,25.2,40.0,17.33,86.0
Nagpur,2024-11-26,Asia/Kolkata,28.3,15.5,22.0,75.0,30.0,50.0,0.0,0.0,8.9,6.0,24.8,28.0,17.35,30.0
Nagpur,2024-11-27,Asia/Kolkata,28.2,16.6,22.2,60.0,20.0,41.0,0.0,0.0,10.8,7.5,29.2,26.0,17.48,28.0
Nagpur,2024-11-28,Asia/Kolkata,27.3,16.1,21.5,54.0,22.0,39.0,0.0,0.0,13.1,9.7,36.7,37.0,17.67,24.0
Nagpur,2024-11-29,Asia/Kolkata,27.6,15.4,21.5,59.0,31.0,45.0,0.0,0.0,12.5,9.5,34.9,31.0,17.34,11.0
Nagpur,2024-11-30,Asia/Kolkata,28.8,16.8,22.8,63.0,40.0,51.0,0.0,0.0,11.0,9.6,32.0,27.0,16.45,81.0
Nagpur,2024-12-01,Asia/Kolkata,28.9,18.6,23.8,79.0,45.0,57.0,0.0,0.0,11.4,9.4,31.3,44.0,14.43,91.0
Nagpur,2024-12-02,Asia/Kolkata,29.9,19.9,24.7,82.0,48.0,65.0,0.0,0.0,13.9,10.0,34.2,61.0,12.8,72.0
Nagpur,2024-12-03,Asia/Kolkata,29.3,21.6,25.5,85.0,55.0,70.0,0.1,1.0,10.6,8.5,31.0,76.0,12.24,40.0
Nagpur,2024-12-04,Asia/Kolkata,30.4,21.7,26.1,87.0,50.0,68.0,1.0,3.0,9.4,6.1,26.3,57.0,14.38,42.0
Nagpur,2024-12-05,Asia/Kolkata,32.1,21.7,26.5,81.0,36.0,54.0,0.0,0.0,9.1,5.4,24.8,24.0,15.33,21.0
Nagpur,2024-12-06,Asia/Kolkata,30.0,21.9,25.8,83.0,46.0,64.0,1.4,5.0,10.5,4.8,27.7,313.0,13.18,49.0
Nagpur,2024-12-07,Asia/Kolkata,29.9,21.6,25.4,92.0,45.0,68.0,0.5,5.0,9.4,4.9,20.9,116.0,14.12,52.0
Nagpur,2024-12-08,Asia/Kolkata,30.1,20.9,24.8,99.0,43.0,76.0,1.3,8.0,10.5,6.4,29.5,188.0,13.0,70.0
Nagpur,2024-12-09,Asia/Kolkata,28.6,18.9,23.4,93.0,29.0,51.0,0.0,0.0,13.6,8.8,29.5,335.0,16.5,38.0
Nagpur,2024-12-10,Asia/Kolkata,26.4,15.6,20.6,43.0,24.0,34.0,0.0,0.0,11.3,9.1,29.2,12.0,16.77,79.0
Nagpur,2024-12-11,Asia/Kolkata,25.6,13.7,19.6,60.0,28.0,45.0,0.0,0.0,9.1,6.0,25.2,30.0,16.94,33.0
Nagpur,2024-12-12,Asia/Kolkata,26.6,13.5,20.0,68.0,25.0,46.0,0.0,0.0,9.0,5.4,20.5,9.0,16.93,48.0
Nagpur,2024-12-13,Asia/Kolkata,26.4,14.8,20.1,59.0,25.0,40.0,0.0,0.0,11.7,9.5,31.7,14.0,16.66,82.0
Nagpur,2024-12-14,Asia/Kolkata,25.9,13.2,19.1,50.0,16.0,36.0,0.0,0.0,11.2,7.4,28.8,21.0,17.25,1.0
Nagpur,2024-12-15,Asia/Kolkata,25.5,12.2,18.9,53.0,21.0,38.0,0.0,0.0,10.6,6.8,23.4,22.0,17.27,9.0
Nagpur,2024-12-16,Asia/Kolkata,26.7,13.2,19.7,57.0,24.0,41.0,0.0,0.0,9.4,5.5,22.3,21.0,17.04,0.0
Nagpur,2024-12-17,Asia/Kolkata,27.5,12.3,19.8,66.0,21.0,46.0,0.0,0.0,8.9,5.8,19.8,37.0,17.18,37.0
Nagpur,2024-12-18,Asia/Kolkata,27.6,13.1,20.3,71.0,21.0,45.0,0.0,0.0,8.2,5.8,21.6,38.0,17.11,7.0
Nagpur,2024-12-19,Asia/Kolkata,27.9,13.3,21.3,72.0,32.0,52.0,0.0,0.0,8.6,7.0,27.0,55.0,16.67,40.0
Nagpur,2024-12-20,Asia/Kolkata,29.8,18.8,24.0,77.0,39.0,60.0,0.0,0.0,9.6,5.3,22.0,30.0,15.61,56.0
Nagpur,2024-12-21,Asia/Kolkata,29.8,18.8,23.6,69.0,27.0,46.0,0.0,0.0,12.5,9.1,29.5,17.0,16.25,12.0
Nagpur,2024-12-22,Asia/Kolkata,28.4,16.4,22.2,65.0,31.0,49.0,0.0,0.0,9.3,6.9,24.8,45.0,16.22,36.0
Nagpur,2024-12-23,Asia/Kolkata,29.0,17.0,23.0,89.0,30.0,53.0,0.0,0.0,13.2,8.6,30.6,98.0,16.06,8.0
Nagpur,2024-12-24,Asia/Kolkata,28.8,18.3,24.1,72.0,34.0,50.0,0.0,0.0,10.1,7.3,26.3,80.0,15.24,43.0
Nagpur,2024-12-25,Asia/Kolkata,28.8,19.1,23.8,80.0,37.0,60.0,0.0,0.0,12.7,9.4,31.0,100.0,15.53,17.0
Nagpur,2024-12-26,Asia/Kolkata,28.5,18.9,23.7,89.0,40.0,64.0,0.0,0.0,10.1,8.3,29.2,82.0,15.77,13.0
Nagpur,2024-12-27,Asia/Kolkata,29.0,19.4,24.1,82.0,47.0,69.0,0.6,4.0,11.6,8.0,33.1,113.0,13.41,29.0
Nagpur,2024-12-28,Asia/Kolkata,29.6,19.9,24.2,95.0,40.0,70.0,1.6,5.0,12.7,6.9,38.5,228.0,14.75,17.0
Nagpur,2024-12-29,Asia/Kolkata,28.0,18.6,23.0,92.0,50.0,71.0,0.7,3.0,9.0,6.3,27.0,31.0,13.72,27.0
Nagpur,2024-12-30,Asia/Kolkata,29.3,18.9,23.7,86.0,40.0,66.0,0.0,0.0,9.6,6.4,28.1,15.0,15.01,18.0
Nagpur,2024-12-31,Asia/Kolkata,29.5,17.8,23.2,85.0,38.0,63.0,0.0,0.0,10.9,6.4,29.2,21.0,15.8,9.0
Nagpur,2025-01-01,Asia/Kolkata,27.4,16.1,21.1,84.0,33.0,59.0,0.0,0.0,10.1,7.5,26.3,43.0,16.69,16.0
Nagpur,2025-01-02,Asia/Kolkata,28.4,13.4,20.5,69.0,14.0,42.0,0.0,0.0,11.3,7.2,25.2,28.0,17.23,27.0
Nagpur,2025-01-03,Asia/Kolkata,29.3,14.8,21.6,62.0,18.0,40.0,0.0,0.0,10.3,7.1,23.0,28.0,17.26,41.0
Nagpur,2025-01-04,Asia/Kolkata,28.7,15.5,21.6,54.0,19.0,38.0,0.0,0.0,9.5,7.0,27.0,36.0,17.46,15.0
Nagpur,2025-01-05,Asia/Kolkata,28.0,14.6,21.2,59.0,27.0,43.0,0.0,0.0,7.6,5.9,23.0,70.0,17.28,0.0
Nagpur,2025-01-06,Asia/Kolkata,28.1,14.7,21.3,78.0,28.0,53.0,0.0,0.0,8.5,4.5,17.6,97.0,14.81,12.0
Nagpur,2025-01-07,Asia/Kolkata,28.2,15.9,21.6,75.0,27.0,49.0,0.0,0.0,12.3,8.5,29.9,357.0,16.82,0.0
Nagpur,2025-01-08,Asia/Kolkata,25.6,12.9,18.8,83.0,22.0,50.0,0.0,0.0,10.9,6.5,25.6,28.0,17.6,0.0
Nagpur,2025-01-09,Asia/Kolkata,26.5,12.4,19.4,70.0,18.0,41.0,0.0,0.0,8.1,6.2,24.8,60.0,17.81,2.0
Nagpur,2025-01-10,Asia/Kolkata,26.9,13.3,20.3,61.0,27.0,43.0,0.0,0.0,9.0,5.6,23.8,63.0,17.34,42.0
Nagpur,2025-01-11,Asia/Kolkata,27.4,14.7,21.2,70.0,33.0,51.0,0.0,0.0,9.9,6.1,22.3,93.0,16.44,47.0
Nagpur,2025-01-12,Asia/Kolkata,28.6,17.0,22.8,75.0,39.0,57.0,0.0,0.0,8.6,6.5,25.9,120.0,15.29,54.0
Nagpur,2025-01-13,Asia/Kolkata,27.3,17.8,22.1,84.0,43.0,63.0,0.0,0.0,11.9,6.2,25.6,34.0,14.82,28.0
Nagpur,2025-01-14,Asia/Kolkata,27.6,15.6,21.7,78.0,43.0,58.0,0.0,0.0,9.7,8.0,27.7,68.0,16.86,6.0
Nagpur,2025-01-15,Asia/Kolkata,27.8,16.8,22.4,79.0,35.0,56.0,0.0,0.0,11.7,7.9,33.1,88.0,15.51,84.0
Nagpur,2025-01-16,Asia/Kolkata,25.5,17.6,22.1,73.0,40.0,55.0,0.0,0.0,10.6,5.5,22.0,70.0,9.94,93.0
Nagpur,2025-01-17,Asia/Kolkata,27.7,18.9,22.7,69.0,32.0,50.0,0.0,0.0,11.9,10.2,34.2,51.0,14.72,44.0
Nagpur,2025-01-18,Asia/Kolkata,27.7,16.2,21.8,72.0,31.0,50.0,0.0,0.0,9.9,8.1,30.6,59.0,17.69,8.0
Nagpur,2025-01-19,Asia/Kolkata,29.1,15.4,21.9,74.0,17.0,44.0,0.0,0.0,9.2,5.5,23.0,33.0,18.35,0.0
Nagpur,2025-01-20,Asia/Kolkata,29.8,16.1,22.6,72.0,21.0,45.0,0.0,0.0,8.8,6.1,24.1,26.0,18.22,0.0
Nagpur,2025-01-21,Asia/Kolkata,30.5,16.2,23.0,75.0,22.0,46.0,0.0,0.0,8.3,4.8,20.5,10.0,18.32,0.0
Nagpur,2025-01-22,Asia/Kolkata,30.9,15.7,23.2,71.0,24.0,46.0,0.0,0.0,8.6,5.3,21.2,99.0,18.26,2.0
Nagpur,2025-01-23,Asia/Kolkata,30.9,17.0,24.0,73.0,28.0,49.0,0.0,0.0,8.5,5.3,25.6,138.0,17.96,18.0
Nagpur,2025-01-24,Asia/Kolkata,30.7,17.6,24.2,80.0,33.0,56.0,0.0,0.0,13.2,4.9,27.0,96.0,18.06,6.0
Nagpur,2025-01-25,Asia/Kolkata,30.6,18.0,24.4,77.0,31.0,53.0,0.0,0.0,9.8,5.6,27.4,43.0,18.13,1.0
Nagpur,2025-01-26,Asia/Kolkata,31.1,18.5,24.4,67.0,25.0,47.0,0.0,0.0,10.3,6.3,24.5,31.0,18.46,2.0
Nagpur,2025-01-27,Asia/Kolkata,31.0,17.0,24.0,68.0,25.0,46.0,0.0,0.0,9.8,6.3,23.8,358.0,18.52,3.0
Nagpur,2025-01-28,Asia/Kolkata,31.2,17.8,24.5,56.0,27.0,42.0,0.0,0.0,9.6,5.8,20.5,94.0,18.44,12.0
Nagpur,2025-01-29,Asia/Kolkata,32.0,18.7,25.6,72.0,32.0,49.0,0.0,0.0,9.8,6.1,25.2,156.0,18.07,43.0
Nagpur,2025-01-30,Asia/Kolkata,32.9,21.2,27.0,71.0,32.0,50.0,0.0,0.0,13.5,7.5,37.4,225.0,18.35,25.0
Nagpur,2025-01-31,Asia/Kolkata,33.3,20.1,26.9,67.0,28.0,45.0,0.0,0.0,14.1,5.7,33.8,226.0,18.31,5.0
Nagpur,2025-02-01,Asia/Kolkata,33.2,20.4,27.1,71.0,29.0,45.0,0.0,0.0,12.9,6.3,36.0,207.0,18.43,57.0
Nagpur,2025-02-02,Asia/Kolkata,33.3,20.5,26.9,68.0,27.0,45.0,0.0,0.0,11.2,6.1,32.8,249.0,18.49,14.0
Nagpur,2025-02-03,Asia/Kolkata,34.5,21.5,27.9,64.0,26.0,43.0,0.0,0.0,10.2,5.7,24.1,267.0,18.78,0.0
Nagpur,2025-02-04,Asia/Kolkata,34.6,21.7,28.1,68.0,22.0,41.0,0.0,0.0,12.0,6.1,32.0,211.0,18.75,84.0
Nagpur,2025-02-05,Asia/Kolkata,34.2,21.9,27.9,66.0,22.0,41.0,0.0,0.0,13.8,6.8,28.8,315.0,18.76,27.0
Nagpur,2025-02-06,Asia/Kolkata,31.7,20.5,25.7,73.0,29.0,45.0,0.0,0.0,12.6,10.3,32.8,33.0,18.81,2.0
Nagpur,2025-02-07,Asia/Kolkata,31.5,18.9,24.8,40.0,20.0,31.0,0.0,0.0,11.6,8.0,31.3,44.0,19.21,1.0
Nagpur,2025-02-08,Asia/Kolkata,32.5,18.9,25.5,43.0,23.0,34.0,0.0,0.0,10.5,6.5,27.0,33.0,19.44,9.0
Nagpur,2025-02-09,Asia/Kolkata,33.2,19.7,26.4,43.0,19.0,31.0,0.0,0.0,9.1,6.1,22.7,31.0,19.69,2.0
Nagpur,2025-02-10,Asia/Kolkata,34.2,20.2,27.6,65.0,23.0,38.0,0.0,0.0,10.2,5.1,26.6,307.0,19.1,6.0
Nagpur,2025-02-11,Asia/Kolkata,35.3,21.9,28.5,62.0,19.0,38.0,0.0,0.0,11.6,7.2,33.1,287.0,18.32,13.0
Nagpur,2025-02-12,Asia/Kolkata,33.6,21.6,27.4,56.0,14.0,31.0,0.0,0.0,13.5,9.1,36.0,314.0,20.28,0.0
Nagpur,2025-02-13,Asia/Kolkata,31.9,19.6,25.4,58.0,13.0,30.0,0.0,0.0,13.9,9.2,31.7,353.0,20.63,0.0
Nagpur,2025-02-14,Asia/Kolkata,31.9,18.0,24.8,50.0,12.0,28.0,0.0,0.0,11.6,6.6,27.4,343.0,20.71,0.0
Nagpur,2025-02-15,Asia/Kolkata,33.4,17.4,25.8,46.0,15.0,28.0,0.0,0.0,11.8,5.0,33.8,315.0,20.62,0.0
Nagpur,2025-02-16,Asia/Kolkata,34.9,18.8,27.2,49.0,13.0,28.0,0.0,0.0,12.1,6.4,29.9,293.0,20.73,0.0
Nagpur,2025-02-17,Asia/Kolkata,34.3,20.5,27.5,51.0,19.0,33.0,0.0,0.0,9.5,4.0,20.2,26.0,20.49,1.0
Nagpur,2025-02-18,Asia/Kolkata,34.6,21.1,27.8,51.0,18.0,33.0,0.0,0.0,17.1,6.7,42.5,327.0,20.47,1.0
Nagpur,2025-02-19,Asia/Kolkata,34.4,22.0,28.3,50.0,19.0,33.0,0.0,0.0,14.2,6.9,35.6,359.0,20.16,3.0
Nagpur,2025-02-20,Asia/Kolkata,34.6,21.7,28.3,55.0,17.0,33.0,0.0,0.0,14.7,9.5,31.7,324.0,20.51,33.0
Nagpur,2025-02-21,Asia/Kolkata,34.2,21.1,27.8,45.0,14.0,27.0,0.0,0.0,14.5,7.6,38.5,328.0,21.33,0.0
Nagpur,2025-02-22,Asia/Kolkata,33.9,21.0,27.2,45.0,16.0,29.0,0.0,0.0,16.6,8.2,40.0,338.0,21.0,0.0
Nagpur,2025-02-23,Asia/Kolkata,33.8,20.6,27.0,42.0,12.0,26.0,0.0,0.0,11.8,9.0,34.6,17.0,21.69,0.0
Nagpur,2025-02-24,Asia/Kolkata,33.2,20.5,26.8,38.0,16.0,26.0,0.0,0.0,12.3,7.3,31.3,57.0,21.54,7.0
Nagpur,2025-02-25,Asia/Kolkata,33.0,21.1,27.0,42.0,19.0,29.0,0.0,0.0,12.4,8.2,35.6,54.0,21.47,6.0
Nagpur,2025-02-26,Asia/Kolkata,34.4,21.0,27.6,38.0,12.0,26.0,0.0,0.0,11.0,7.8,31.0,40.0,21.59,2.0
Nagpur,2025-02-27,Asia/Kolkata,34.7,21.4,28.1,43.0,14.0,26.0,0.0,0.0,10.7,7.8,31.0,83.0,21.82,14.0
Nagpur,2025-02-28,Asia/Kolkata,35.8,20.5,28.8,44.0,15.0,25.0,0.0,0.0,9.8,6.1,26.6,174.0,21.52,66.0
Nagpur,2025-03-01,Asia/Kolkata,35.8,22.6,29.3,44.0,20.0,30.0,0.0,0.0,12.9,7.9,37.1,217.0,21.13,12.0
Nagpur,2025-03-02,Asia/Kolkata,36.8,23.1,29.8,46.0,18.0,30.0,0.0,0.0,16.6,6.4,44.3,307.0,19.53,49.0
Nagpur,2025-03-03,Asia/Kolkata,35.8,22.6,29.5,41.0,14.0,26.0,0.0,0.0,13.2,7.4,32.8,342.0,22.1,43.0
Nagpur,2025-03-04,Asia/Kolkata,36.8,22.4,29.7,47.0,15.0,28.0,0.0,0.0,16.4,10.0,35.3,328.0,22.04,24.0
Nagpur,2025-03-05,Asia/Kolkata,31.9,21.1,26.6,35.0,8.0,20.0,0.0,0.0,15.3,10.9,37.1,346.0,23.68,0.0
Nagpur,2025-03-06,Asia/Kolkata,33.7,18.0,25.8,30.0,7.0,18.0,0.0,0.0,13.7,8.1,31.3,346.0,23.55,0.0
Nagpur,2025-03-07,Asia/Kolkata,35.3,18.1,27.2,30.0,9.0,17.0,0.0,0.0,10.3,5.9,28.4,342.0,23.36,0.0
Nagpur,2025-03-08,Asia/Kolkata,25.3,20.6,,29.0,20.0,,,0.0,8.7,,18.4,,,
Nagpur,2025-03-09,Asia/Kolkata,,,,,,,,0.0,,,,,,
Indore,2024-09-10,Asia/Kolkata,29.0,23.0,24.7,99.0,72.0,90.0,16.0,16.0,15.0,11.8,26.3,295.0,13.67,100.0
Indore,2024-09-11,Asia/Kolkata,26.4,22.6,24.3,96.0,79.0,90.0,4.0,17.0,21.1,17.5,40.7,278.0,8.33,100.0
Indore,2024-09-12,Asia/Kolkata,28.8,23.3,25.3,96.0,69.0,83.0,3.2,13.0,25.7,19.8,46.8,265.0,17.86,100.0
Indore,2024-09-13,Asia/Kolkata,27.8,22.1,24.4,94.0,65.0,81.0,1.4,8.0,22.0,16.3,40.3,260.0,19.33,56.0
Indore,2024-09-14,Asia/Kolkata,28.4,20.9,24.0,96.0,58.0,81.0,0.7,4.0,18.7,13.3,36.4,260.0,20.54,50.0
Indore,2024-09-15,Asia/Kolkata,26.7,20.8,23.7,97.0,73.0,85.0,1.8,7.0,14.6,11.0,29.2,285.0,18.72,55.0
Indore,2024-09-16,Asia/Kolkata,28.6,20.5,24.2,97.0,61.0,80.0,0.3,2.0,18.1,12.3,33.1,299.0,20.7,37.0
Indore,2024-09-17,Asia/Kolkata,27.4,20.3,24.0,90.0,64.0,79.0,0.2,1.0,16.7,13.6,31.0,313.0,13.38,44.0
Indore,2024-09-18,Asia/Kolkata,28.8,22.5,25.1,85.0,63.0,77.0,0.1,1.0,19.1,13.3,38.5,302.0,16.83,62.0
Indore,2024-09-19,Asia/Kolkata,29.7,21.9,25.4,93.0,58.0,78.0,0.1,1.0,17.7,12.2,34.2,279.0,22.11,11.0
Indore,2024-09-20,Asia/Kolkata,29.3,22.3,25.8,95.0,64.0,80.0,1.3,7.0,15.8,11.1,33.1,275.0,20.69,22.0
Indore,2024-09-21,Asia/Kolkata,29.4,22.7,25.9,96.0,67.0,82.0,1.2,7.0,13.8,9.0,27.7,295.0,19.87,17.0
Indore,2024-09-22,Asia/Kolkata,30.5,23.1,26.5,98.0,64.0,83.0,0.7,1.0,13.0,8.4,24.1,319.0,17.6,88.0
Indore,2024-09-23,Asia/Kolkata,29.7,23.1,25.8,97.0,72.0,88.0,2.2,8.0,13.0,6.6,29.2,335.0,16.12,93.0
Indore,2024-09-24,Asia/Kolkata,31.2,23.0,26.1,98.0,63.0,86.0,2.5,7.0,7.6,4.7,23.0,337.0,16.79,95.0
Indore,2024-09-25,Asia/Kolkata,31.1,22.7,26.1,98.0,63.0,84.0,19.9,6.0,15.9,7.0,28.8,18.0,16.91,100.0
Indore,2024-09-26,Asia/Kolkata,29.1,22.9,25.0,98.0,71.0,89.0,14.4,21.0,10.3,6.1,23.8,48.0,11.56,98.0
Indore,2024-09-27,Asia/Kolkata,28.4,23.2,24.7,98.0,74.0,89.0,17.0,21.0,9.7,4.2,22.3,167.0,12.6,98.0
Indore,2024-09-28,Asia/Kolkata,27.8,22.9,24.6,98.0,75.0,90.0,10.9,17.0,16.2,9.2,31.0,237.0,12.99,100.0
Indore,2024-09-29,Asia/Kolkata,28.2,22.0,24.5,99.0,72.0,89.0,5.4,15.0,13.8,9.4,26.3,266.0,14.75,71.0
Indore,2024-09-30,Asia/Kolkata,29.8,21.5,25.5,99.0,61.0,84.0,0.3,3.0,10.7,5.6,20.5,314.0,18.13,30.0
Indore,2024-10-01,Asia/Kolkata,30.8,21.5,26.2,99.0,58.0,81.0,0.2,2.0,9.2,6.0,21.6,305.0,20.98,7.0
Indore,2024-10-02,Asia/Kolkata,32.4,22.5,26.8,96.0,50.0,78.0,0.0,0.0,9.3,7.3,21.6,298.0,22.07,7.0
Indore,2024-10-03,Asia/Kolkata,30.4,23.0,26.0,96.0,60.0,80.0,0.0,0.0,15.5,10.4,28.4,291.0,21.66,14.0
Indore,2024-10-04,Asia/Kolkata,30.2,21.8,25.3,99.0,56.0,80.0,0.0,0.0,13.7,8.8,25.2,280.0,21.01,45.0
Indore,2024-10-05,Asia/Kolkata,30.0,21.1,24.9,97.0,53.0,78.0,0.0,0.0,9.6,6.5,19.8,309.0,21.37,4.0
Indore,2024-10-06,Asia/Kolkata,30.4,19.5,25.0,95.0,45.0,69.0,0.0,0.0,11.3,8.1,24.5,32.0,20.64,7.0
Indore,2024-10-07,Asia/Kolkata,30.7,20.2,25.2,79.0,43.0,65.0,0.0,0.0,12.4,8.7,26.3,65.0,20.31,6.0
Indore,2024-10-08,Asia/Kolkata,30.6,20.5,25.5,86.0,44.0,65.0,0.0,0.0,10.8,8.0,23.4,58.0,19.89,27.0
Indore,2024-10-09,Asia/Kolkata,31.0,21.0,25.8,84.0,46.0,67.0,0.0,0.0,11.8,7.6,21.6,94.0,20.03,24.0
Indore,2024-10-10,Asia/Kolkata,29.3,21.0,25.2,98.0,62.0,79.0,7.5,6.0,11.1,6.4,30.2,100.0,14.66,82.0
Indore,2024-10-11,Asia/Kolkata,30.2,22.4,25.0,92.0,57.0,77.0,5.4,7.0,16.7,9.3,35.3,80.0,15.66,88.0
Indore,2024-10-12,Asia/Kolkata,28.4,22.0,24.9,94.0,63.0,80.0,0.7,5.0,17.0,9.7,33.8,100.0,16.35,78.0
Indore,2024-10-13,Asia/Kolkata,30.3,22.1,25.0,96.0,62.0,84.0,2.3,8.0,11.1,8.8,25.2,107.0,16.4,80.0
Indore,2024-10-14,Asia/Kolkata,29.7,20.7,24.6,98.0,62.0,85.0,0.8,2.0,7.8,5.9,19.8,74.0,16.66,68.0
Indore,2024-10-15,Asia/Kolkata,30.3,21.6,25.3,97.0,58.0,83.0,1.4,1.0,8.9,6.2,22.0,62.0,18.01,47.0
Indore,2024-10-16,Asia/Kolkata,29.5,21.8,25.6,97.0,60.0,80.0,0.7,4.0,10.5,6.2,23.4,81.0,16.54,53.0
Indore,2024-10-17,Asia/Kolkata,31.4,22.2,26.0,95.0,45.0,73.0,0.0,0.0,10.6,7.8,23.8,72.0,19.76,44.0
Indore,2024-10-18,Asia/Kolkata,29.7,22.9,25.9,86.0,58.0,73.0,2.6,5.0,12.8,7.9,27.0,94.0,15.46,77.0
